ābcd, ābcd, ābcd, empty
ābcd + abcd, bcd + ab, bcd, empty
ābcd, bcd, bcd, empty
ābcd + ab̄cd, ābcd + ab̄d, ābcd + ab̄d, empty
ābcd + ab̄cd + abcd, bcd + acd + ab̄d, bcd + ab̄d, bcd + acd
ābcd + ab̄cd, bcd + acd + ab̄d, bcd + ab̄d, bcd + acd
ābcd + ab̄cd + abcd̄, ābcd + ab̄d + abcd̄, ābcd + ab̄d + abcd̄, empty
ābcd + ab̄cd + abcd̄ + abcd, bcd + acd + ab̄d + abc, bcd + ab̄d + abc, bcd + acd + abc
ābcd + ab̄cd + abcd̄, bcd + acd + ab̄d + abc, bcd + ab̄d + abc, bcd + acd + abc
ābcd + ab̄cd, ābcd + ab̄d, ābcd + ab̄d, empty
ābcd + ab̄cd + abcd, bcd + acd + ab̄d + abc, bcd + ab̄d, bcd + acd
ābcd + ab̄cd, bcd + acd + ab̄d, bcd + ab̄d, bcd + acd
ābcd + ab̄cd + abc̄d, ābcd + ac̄d + ab̄d, ābcd + ac̄d + ab̄d, empty
ābcd + ab̄cd + abc̄d + abcd, bcd + ad, bcd + ad, empty
ābcd + ab̄cd + abc̄d, bcd + ad, bcd + ad, empty
ābcd + ab̄cd + abc̄d + abcd̄, ābcd + ac̄d + ab̄d + abcd̄, ābcd + ac̄d + ab̄d + abcd̄, empty
ābcd + ab̄cd + abc̄d + abcd̄ + abcd, bcd + ad + abc, bcd + ad + abc, empty
ābcd + ab̄cd + abc̄d + abcd̄, bcd + ad + abc, bcd + ad + abc, empty
ābcd + ab̄cd + abc̄d, ābcd + ac̄d + ab̄d, ābcd + ac̄d + ab̄d, empty
ābcd + ab̄cd + abc̄d + abcd, bcd + ad + abc, bcd + ad, empty
ābcd + ab̄cd + abc̄d, bcd + ad, bcd + ad, empty
ābcd + ab̄cd, ābcd + ab̄d, ābcd + ab̄d, empty
ābcd + ab̄cd + abcd, bcd + ad, bcd + ad, empty
ābcd + ab̄cd, bcd + ad, bcd + ad, empty
ābcd + ab̄cd + abcd̄, ābcd + ab̄d + abcd̄, ābcd + ab̄d + abcd̄, empty
ābcd + ab̄cd + abcd̄ + abcd, bcd + ad + abc, bcd + ad + abc, empty
ābcd + ab̄cd + abcd̄, bcd + ad + abc, bcd + ad + abc, empty
ābcd + ab̄cd, ābcd + ab̄d, ābcd + ab̄d, empty
ābcd + ab̄cd + abcd, bcd + ad + abc, bcd + ad, empty
ābcd + ab̄cd, bcd + ad, bcd + ad, empty
ābcd + ab̄cd + abc̄d̄, ābcd + ac̄d̄ + ab̄d, ābcd + ac̄d̄ + ab̄d, empty
ābcd + ab̄cd + abc̄d̄ + abcd, bcd + ac̄d̄ + acd + ab̄d, bcd + ac̄d̄ + ab̄d, bcd + ac̄d̄ + acd
ābcd + ab̄cd + abc̄d̄, bcd + ac̄d̄ + acd + ab̄d, bcd + ac̄d̄ + ab̄d, bcd + ac̄d̄ + acd
ābcd + ab̄cd + abc̄d̄ + abcd̄, ābcd + ac̄d̄ + ab̄d + abd̄, ābcd + ab̄d + abd̄, empty
ābcd + ab̄cd + abc̄d̄ + abcd̄ + abcd, bcd + ac̄d̄ + acd + ab̄d + abd̄ + abc, empty, empty
ābcd + ab̄cd + abc̄d̄ + abcd̄, bcd + ac̄d̄ + acd + ab̄d + abd̄ + abc, empty, empty
ābcd + ab̄cd + abc̄d̄, ābcd + ac̄d̄ + ab̄d + abd̄, ābcd + ab̄d + abd̄, ābcd + ac̄d̄ + ab̄d
ābcd + ab̄cd + abc̄d̄ + abcd, bcd + ac̄d̄ + acd + ab̄d + abd̄ + abc, empty, empty
ābcd + ab̄cd + abc̄d̄, bcd + ac̄d̄ + acd + ab̄d + abd̄, empty, empty
ābcd + ab̄cd + abc̄d̄ + abc̄d, ābcd + ac̄ + ab̄d, ābcd + ac̄ + ab̄d, empty
ābcd + ab̄cd + abc̄d̄ + abc̄d + abcd, bcd + ad + ac̄, bcd + ad + ac̄, empty
ābcd + ab̄cd + abc̄d̄ + abc̄d, bcd + ad + ac̄, bcd + ad + ac̄, empty
ābcd + ab̄cd + abc̄d̄ + abc̄d + abcd̄, ābcd + ac̄ + ab̄d + abd̄, ābcd + ac̄ + ab̄d + abd̄, empty
ābcd + ab̄cd + abc̄d̄ + abc̄d + abcd̄ + abcd, bcd + ad + ac̄ + ab, bcd + ad + ab, empty
ābcd + ab̄cd + abc̄d̄ + abc̄d + abcd̄, bcd + ad + ac̄ + ab, bcd + ad + ab, empty
ābcd + ab̄cd + abc̄d̄ + abc̄d, ābcd + ac̄ + ab̄d + abd̄, ābcd + ac̄ + ab̄d, empty
ābcd + ab̄cd + abc̄d̄ + abc̄d + abcd, bcd + ad + ac̄ + ab, bcd + ad + ab, bcd + ad + ac̄
ābcd + ab̄cd + abc̄d̄ + abc̄d, bcd + ad + ac̄ + ab, bcd + ad + ab, bcd + ad + ac̄
ābcd + ab̄cd + abc̄d̄, ābcd + ac̄ + ab̄d, ābcd + ac̄ + ab̄d, empty
ābcd + ab̄cd + abc̄d̄ + abcd, bcd + ad + ac̄, bcd + ad + ac̄, empty
ābcd + ab̄cd + abc̄d̄, bcd + ad + ac̄, bcd + ad + ac̄, empty
ābcd + ab̄cd + abc̄d̄ + abcd̄, ābcd + ac̄ + ab̄d + abd̄, ābcd + ab̄d + abd̄, empty
ābcd + ab̄cd + abc̄d̄ + abcd̄ + abcd, bcd + ad + ac̄ + ab, bcd + ad + ab, empty
ābcd + ab̄cd + abc̄d̄ + abcd̄, bcd + ad + ac̄ + ab, bcd + ad + ab, empty
ābcd + ab̄cd + abc̄d̄, ābcd + ac̄ + ab̄d + abd̄, ābcd + ab̄d + abd̄, ābcd + ac̄ + ab̄d
ābcd + ab̄cd + abc̄d̄ + abcd, bcd + ad + ac̄ + ab, bcd + ad + ab, bcd + ad + ac̄
ābcd + ab̄cd + abc̄d̄, bcd + ad + ac̄ + ab, bcd + ad + ab, bcd + ad + ac̄
ābcd + ab̄cd, ābcd + ab̄d, ābcd + ab̄d, empty
ābcd + ab̄cd + abcd, bcd + acd + ab̄d, bcd + ab̄d, bcd + acd
ābcd + ab̄cd, bcd + acd + ab̄d, bcd + ab̄d, bcd + acd
ābcd + ab̄cd + abcd̄, ābcd + ab̄d + abd̄, ābcd + ab̄d + abd̄, empty
ābcd + ab̄cd + abcd̄ + abcd, bcd + acd + ab̄d + abd̄ + abc, empty, empty
ābcd + ab̄cd + abcd̄, bcd + acd + ab̄d + abd̄ + abc, empty, empty
ābcd + ab̄cd, ābcd + ab̄d, ābcd + ab̄d, empty
ābcd + ab̄cd + abcd, bcd + acd + ab̄d + abc, bcd + ab̄d, bcd + acd
ābcd + ab̄cd, bcd + acd + ab̄d, bcd + ab̄d, bcd + acd
ābcd + ab̄cd + abc̄d, ābcd + ac̄ + ab̄d, ābcd + ac̄ + ab̄d, empty
ābcd + ab̄cd + abc̄d + abcd, bcd + ad + ac̄, bcd + ad, empty
ābcd + ab̄cd + abc̄d, bcd + ad + ac̄, bcd + ad, empty
ābcd + ab̄cd + abc̄d + abcd̄, ābcd + ac̄ + ab̄d + abd̄, ābcd + ac̄ + ab̄d + abd̄, empty
ābcd + ab̄cd + abc̄d + abcd̄ + abcd, bcd + ad + ac̄ + ab, bcd + ad + ab, empty
ābcd + ab̄cd + abc̄d + abcd̄, bcd + ad + ac̄ + ab, bcd + ad + ab, empty
ābcd + ab̄cd + abc̄d, ābcd + ac̄ + ab̄d, ābcd + ac̄ + ab̄d, empty
ābcd + ab̄cd + abc̄d + abcd, bcd + ad + ac̄ + ab, bcd + ad, empty
ābcd + ab̄cd + abc̄d, bcd + ad + ac̄ + ab, bcd + ad, empty
ābcd + ab̄cd, ābcd + ab̄d, ābcd + ab̄d, empty
ābcd + ab̄cd + abcd, bcd + ad, bcd + ad, empty
ābcd + ab̄cd, bcd + ad, bcd + ad, empty
ābcd + ab̄cd + abcd̄, ābcd + ab̄d + abd̄, ābcd + ab̄d + abd̄, empty
ābcd + ab̄cd + abcd̄ + abcd, bcd + ad + ab, bcd + ad + ab, empty
ābcd + ab̄cd + abcd̄, bcd + ad + ab, bcd + ad + ab, empty
ābcd + ab̄cd, ābcd + ab̄d, ābcd + ab̄d, empty
ābcd + ab̄cd + abcd, bcd + ad + ab, bcd + ad, empty
ābcd + ab̄cd, bcd + ad, bcd + ad, empty
ābcd, ābcd, ābcd, empty
ābcd + abcd, bcd + acd, bcd, empty
ābcd, bcd, bcd, empty
ābcd + abcd̄, ābcd + abcd̄, ābcd + abcd̄, empty
ābcd + abcd̄ + abcd, bcd + acd + abc, bcd + abc, empty
ābcd + abcd̄, bcd + abc, bcd + abc, empty
ābcd, ābcd, ābcd, empty
ābcd + abcd, bcd + acd + abc, bcd, empty
ābcd, bcd, bcd, empty
ābcd + abc̄d, ābcd + ac̄d, ābcd + ac̄d, empty
ābcd + abc̄d + abcd, bcd + ad, bcd + ad, empty
ābcd + abc̄d, bcd + ad, bcd + ad, empty
ābcd + abc̄d + abcd̄, ābcd + ac̄d + abcd̄, ābcd + ac̄d + abcd̄, empty
ābcd + abc̄d + abcd̄ + abcd, bcd + ad + abc, bcd + ad + abc, empty
ābcd + abc̄d + abcd̄, bcd + ad + abc, bcd + ad + abc, empty
ābcd + abc̄d, ābcd + ac̄d, ābcd + ac̄d, empty
ābcd + abc̄d + abcd, bcd + ad + abc, bcd + ad, empty
ābcd + abc̄d, bcd + ad, bcd + ad, empty
ābcd, ābcd, ābcd, empty
ābcd + abcd, bcd + ad, bcd, empty
ābcd, bcd, bcd, empty
ābcd + abcd̄, ābcd + abcd̄, ābcd + abcd̄, empty
ābcd + abcd̄ + abcd, bcd + ad + abc, bcd + abc, empty
ābcd + abcd̄, bcd + abc, bcd + abc, empty
ābcd, ābcd, ābcd, empty
ābcd + abcd, bcd + ad + abc, bcd, empty
ābcd, bcd, bcd, empty
ābcd + abc̄d̄, ābcd + ac̄d̄, ābcd + ac̄d̄, empty
ābcd + abc̄d̄ + abcd, bcd + ac̄d̄ + acd, bcd + ac̄d̄, empty
ābcd + abc̄d̄, bcd + ac̄d̄, bcd + ac̄d̄, empty
ābcd + abc̄d̄ + abcd̄, ābcd + ac̄d̄ + abd̄, ābcd + abd̄, empty
ābcd + abc̄d̄ + abcd̄ + abcd, bcd + ac̄d̄ + acd + abd̄ + abc, bcd + abd̄, bcd + ac̄d̄ + abc
ābcd + abc̄d̄ + abcd̄, bcd + ac̄d̄ + abd̄ + abc, bcd + abd̄, bcd + ac̄d̄ + abc
ābcd + abc̄d̄, ābcd + ac̄d̄ + abd̄, ābcd + abd̄, ābcd + ac̄d̄
ābcd + abc̄d̄ + abcd, bcd + ac̄d̄ + acd + abd̄ + abc, bcd + abd̄, bcd + ac̄d̄
ābcd + abc̄d̄, bcd + ac̄d̄ + abd̄, bcd + abd̄, bcd + ac̄d̄
ābcd + abc̄d̄ + abc̄d, ābcd + ac̄, ābcd + ac̄, empty
ābcd + abc̄d̄ + abc̄d + abcd, bcd + ad + ac̄, bcd + ac̄, empty
ābcd + abc̄d̄ + abc̄d, bcd + ad + ac̄, bcd + ac̄, empty
ābcd + abc̄d̄ + abc̄d + abcd̄, ābcd + ac̄ + abd̄, ābcd + ac̄ + abd̄, empty
ābcd + abc̄d̄ + abc̄d + abcd̄ + abcd, bcd + ad + ac̄ + ab, bcd + ab, empty
ābcd + abc̄d̄ + abc̄d + abcd̄, bcd + ad + ac̄ + ab, bcd + ab, empty
ābcd + abc̄d̄ + abc̄d, ābcd + ac̄ + abd̄, ābcd + ac̄, empty
ābcd + abc̄d̄ + abc̄d + abcd, bcd + ad + ac̄ + ab, bcd + ab, bcd + ac̄
ābcd + abc̄d̄ + abc̄d, bcd + ad + ac̄ + ab, bcd + ab, bcd + ac̄
ābcd + abc̄d̄, ābcd + ac̄, ābcd + ac̄, empty
ābcd + abc̄d̄ + abcd, bcd + ad + ac̄, bcd + ac̄, empty
ābcd + abc̄d̄, bcd + ac̄, bcd + ac̄, empty
ābcd + abc̄d̄ + abcd̄, ābcd + ac̄ + abd̄, ābcd + abd̄, empty
ābcd + abc̄d̄ + abcd̄ + abcd, bcd + ad + ac̄ + ab, bcd + ab, empty
ābcd + abc̄d̄ + abcd̄, bcd + ac̄ + ab, bcd + ab, empty
ābcd + abc̄d̄, ābcd + ac̄ + abd̄, ābcd + abd̄, ābcd + ac̄
ābcd + abc̄d̄ + abcd, bcd + ad + ac̄ + ab, bcd + ab, bcd + ac̄
ābcd + abc̄d̄, bcd + ac̄ + ab, bcd + ab, bcd + ac̄
ābcd, ābcd, ābcd, empty
ābcd + abcd, bcd + acd, bcd, empty
ābcd, bcd, bcd, empty
ābcd + abcd̄, ābcd + abd̄, ābcd + abd̄, empty
ābcd + abcd̄ + abcd, bcd + acd + abd̄ + abc, bcd + abc, bcd + abd̄
ābcd + abcd̄, bcd + abd̄ + abc, bcd + abc, bcd + abd̄
ābcd, ābcd, ābcd, empty
ābcd + abcd, bcd + acd + abc, bcd, empty
ābcd, bcd, bcd, empty
ābcd + abc̄d, ābcd + ac̄, ābcd + ac̄, empty
ābcd + abc̄d + abcd, bcd + ad + ac̄, bcd + ac̄, bcd + ad
ābcd + abc̄d, bcd + ad + ac̄, bcd + ac̄, bcd + ad
ābcd + abc̄d + abcd̄, ābcd + ac̄ + abd̄, ābcd + ac̄ + abd̄, empty
ābcd + abc̄d + abcd̄ + abcd, bcd + ad + ac̄ + ab, bcd + ab, empty
ābcd + abc̄d + abcd̄, bcd + ad + ac̄ + ab, bcd + ab, empty
ābcd + abc̄d, ābcd + ac̄, ābcd + ac̄, empty
ābcd + abc̄d + abcd, bcd + ad + ac̄ + ab, empty, empty
ābcd + abc̄d, bcd + ad + ac̄ + ab, empty, empty
ābcd, ābcd, ābcd, empty
ābcd + abcd, bcd + ad, bcd, empty
ābcd, bcd, bcd, empty
ābcd + abcd̄, ābcd + abd̄, ābcd + abd̄, empty
ābcd + abcd̄ + abcd, bcd + ad + ab, bcd + ab, empty
ābcd + abcd̄, bcd + ab, bcd + ab, empty
ābcd, ābcd, ābcd, empty
ābcd + abcd, bcd + ad + ab, bcd, empty
ābcd, bcd, bcd, empty
ābcd + ab̄cd̄, ābcd + ab̄d̄, ābcd + ab̄d̄, empty
ābcd + ab̄cd̄ + abcd, bcd + ab̄d̄, bcd + ab̄d̄, empty
ābcd + ab̄cd̄, bcd + ab̄d̄, bcd + ab̄d̄, empty
ābcd + ab̄cd̄ + abcd̄, ābcd + acd̄ + ab̄d̄, ābcd + acd̄, empty
ābcd + ab̄cd̄ + abcd̄ + abcd, bcd + acd̄ + ab̄d̄ + abc, bcd + ab̄d̄ + abc, bcd + acd̄
ābcd + ab̄cd̄ + abcd̄, bcd + acd̄ + ab̄d̄ + abc, bcd + ab̄d̄ + abc, bcd + acd̄
ābcd + ab̄cd̄, ābcd + acd̄ + ab̄d̄, ābcd + ab̄d̄, ābcd + acd̄
ābcd + ab̄cd̄ + abcd, bcd + acd̄ + ab̄d̄ + abc, bcd + ab̄d̄, bcd + acd̄
ābcd + ab̄cd̄, bcd + acd̄ + ab̄d̄, bcd + ab̄d̄, bcd + acd̄
ābcd + ab̄cd̄ + abc̄d, ābcd + ac̄d + ab̄d̄, ābcd + ac̄d + ab̄d̄, empty
ābcd + ab̄cd̄ + abc̄d + abcd, bcd + ac̄d + ab̄d̄ + abd, bcd + ab̄d̄ + abd, bcd + ac̄d + ab̄d̄
ābcd + ab̄cd̄ + abc̄d, bcd + ac̄d + ab̄d̄ + abd, bcd + ab̄d̄ + abd, bcd + ac̄d + ab̄d̄
ābcd + ab̄cd̄ + abc̄d + abcd̄, ābcd + ac̄d + acd̄ + ab̄d̄, ābcd + ac̄d + acd̄, empty
ābcd + ab̄cd̄ + abc̄d + abcd̄ + abcd, bcd + ac̄d + acd̄ + ab̄d̄ + abd + abc, empty, empty
ābcd + ab̄cd̄ + abc̄d + abcd̄, bcd + ac̄d + acd̄ + ab̄d̄ + abd + abc, empty, empty
ābcd + ab̄cd̄ + abc̄d, ābcd + ac̄d + acd̄ + ab̄d̄, ābcd + ac̄d + ab̄d̄, ābcd + ac̄d + acd̄
ābcd + ab̄cd̄ + abc̄d + abcd, bcd + ac̄d + acd̄ + ab̄d̄ + abd + abc, empty, empty
ābcd + ab̄cd̄ + abc̄d, bcd + ac̄d + acd̄ + ab̄d̄ + abd, empty, empty
ābcd + ab̄cd̄, ābcd + ab̄d̄, ābcd + ab̄d̄, empty
ābcd + ab̄cd̄ + abcd, bcd + ab̄d̄ + abd, bcd + ab̄d̄, empty
ābcd + ab̄cd̄, bcd + ab̄d̄, bcd + ab̄d̄, empty
ābcd + ab̄cd̄ + abcd̄, ābcd + acd̄ + ab̄d̄, ābcd + acd̄, empty
ābcd + ab̄cd̄ + abcd̄ + abcd, bcd + acd̄ + ab̄d̄ + abd + abc, bcd + ab̄d̄ + abc, bcd + acd̄
ābcd + ab̄cd̄ + abcd̄, bcd + acd̄ + ab̄d̄ + abc, bcd + ab̄d̄ + abc, bcd + acd̄
ābcd + ab̄cd̄, ābcd + acd̄ + ab̄d̄, ābcd + ab̄d̄, ābcd + acd̄
ābcd + ab̄cd̄ + abcd, bcd + acd̄ + ab̄d̄ + abd + abc, bcd + ab̄d̄, bcd + acd̄
ābcd + ab̄cd̄, bcd + acd̄ + ab̄d̄, bcd + ab̄d̄, bcd + acd̄
ābcd + ab̄cd̄ + abc̄d̄, ābcd + ac̄d̄ + ab̄d̄, ābcd + ac̄d̄ + ab̄d̄, empty
ābcd + ab̄cd̄ + abc̄d̄ + abcd, bcd + ac̄d̄ + ab̄d̄, bcd + ac̄d̄ + ab̄d̄, empty
ābcd + ab̄cd̄ + abc̄d̄, bcd + ac̄d̄ + ab̄d̄, bcd + ac̄d̄ + ab̄d̄, empty
ābcd + ab̄cd̄ + abc̄d̄ + abcd̄, ābcd + ad̄, ābcd + ad̄, empty
ābcd + ab̄cd̄ + abc̄d̄ + abcd̄ + abcd, bcd + ad̄ + abc, bcd + ad̄, empty
ābcd + ab̄cd̄ + abc̄d̄ + abcd̄, bcd + ad̄ + abc, bcd + ad̄, empty
ābcd + ab̄cd̄ + abc̄d̄, ābcd + ad̄, ābcd + ad̄, empty
ābcd + ab̄cd̄ + abc̄d̄ + abcd, bcd + ad̄ + abc, bcd + ad̄, empty
ābcd + ab̄cd̄ + abc̄d̄, bcd + ad̄, bcd + ad̄, empty
ābcd + ab̄cd̄ + abc̄d̄ + abc̄d, ābcd + ac̄ + ab̄d̄, ābcd + ac̄ + ab̄d̄, empty
ābcd + ab̄cd̄ + abc̄d̄ + abc̄d + abcd, bcd + ac̄ + ab̄d̄ + abd, bcd + ac̄ + ab̄d̄, empty
ābcd + ab̄cd̄ + abc̄d̄ + abc̄d, bcd + ac̄ + ab̄d̄ + abd, bcd + ac̄ + ab̄d̄, empty
ābcd + ab̄cd̄ + abc̄d̄ + abc̄d + abcd̄, ābcd + ad̄ + ac̄, ābcd + ad̄ + ac̄, empty
ābcd + ab̄cd̄ + abc̄d̄ + abc̄d + abcd̄ + abcd, bcd + ad̄ + ac̄ + ab, bcd + ad̄ + ab, bcd + ad̄ + ac̄
ābcd + ab̄cd̄ + abc̄d̄ + abc̄d + abcd̄, bcd + ad̄ + ac̄ + ab, bcd + ad̄ + ab, bcd + ad̄ + ac̄
ābcd + ab̄cd̄ + abc̄d̄ + abc̄d, ābcd + ad̄ + ac̄, ābcd + ad̄ + ac̄, empty
ābcd + ab̄cd̄ + abc̄d̄ + abc̄d + abcd, bcd + ad̄ + ac̄ + ab, bcd + ad̄ + ab, bcd + ad̄ + ac̄
ābcd + ab̄cd̄ + abc̄d̄ + abc̄d, bcd + ad̄ + ac̄ + ab, bcd + ad̄ + ab, bcd + ad̄ + ac̄
ābcd + ab̄cd̄ + abc̄d̄, ābcd + ac̄ + ab̄d̄, ābcd + ac̄ + ab̄d̄, empty
ābcd + ab̄cd̄ + abc̄d̄ + abcd, bcd + ac̄ + ab̄d̄ + abd, bcd + ac̄ + ab̄d̄, empty
ābcd + ab̄cd̄ + abc̄d̄, bcd + ac̄ + ab̄d̄, bcd + ac̄ + ab̄d̄, empty
ābcd + ab̄cd̄ + abc̄d̄ + abcd̄, ābcd + ad̄ + ac̄, ābcd + ad̄, empty
ābcd + ab̄cd̄ + abc̄d̄ + abcd̄ + abcd, bcd + ad̄ + ac̄ + ab, bcd + ad̄, empty
ābcd + ab̄cd̄ + abc̄d̄ + abcd̄, bcd + ad̄ + ac̄ + ab, bcd + ad̄, empty
ābcd + ab̄cd̄ + abc̄d̄, ābcd + ad̄ + ac̄, ābcd + ad̄, empty
ābcd + ab̄cd̄ + abc̄d̄ + abcd, bcd + ad̄ + ac̄ + ab, bcd + ad̄, empty
ābcd + ab̄cd̄ + abc̄d̄, bcd + ad̄ + ac̄ + ab, bcd + ad̄, empty
ābcd + ab̄cd̄, ābcd + ab̄d̄, ābcd + ab̄d̄, empty
ābcd + ab̄cd̄ + abcd, bcd + ab̄d̄, bcd + ab̄d̄, empty
ābcd + ab̄cd̄, bcd + ab̄d̄, bcd + ab̄d̄, empty
ābcd + ab̄cd̄ + abcd̄, ābcd + ad̄, ābcd + ad̄, empty
ābcd + ab̄cd̄ + abcd̄ + abcd, bcd + ad̄ + abc, bcd + ad̄, empty
ābcd + ab̄cd̄ + abcd̄, bcd + ad̄ + abc, bcd + ad̄, empty
ābcd + ab̄cd̄, ābcd + ad̄, ābcd + ad̄, empty
ābcd + ab̄cd̄ + abcd, bcd + ad̄ + abc, bcd + ad̄, empty
ābcd + ab̄cd̄, bcd + ad̄, bcd + ad̄, empty
ābcd + ab̄cd̄ + abc̄d, ābcd + ac̄ + ab̄d̄, ābcd + ac̄ + ab̄d̄, empty
ābcd + ab̄cd̄ + abc̄d + abcd, bcd + ac̄ + ab̄d̄ + abd, bcd + ab̄d̄ + abd, bcd + ac̄ + ab̄d̄
ābcd + ab̄cd̄ + abc̄d, bcd + ac̄ + ab̄d̄ + abd, bcd + ab̄d̄ + abd, bcd + ac̄ + ab̄d̄
ābcd + ab̄cd̄ + abc̄d + abcd̄, ābcd + ad̄ + ac̄, ābcd + ad̄ + ac̄, empty
ābcd + ab̄cd̄ + abc̄d + abcd̄ + abcd, bcd + ad̄ + ac̄ + ab, bcd + ad̄ + ab, bcd + ad̄ + ac̄
ābcd + ab̄cd̄ + abc̄d + abcd̄, bcd + ad̄ + ac̄ + ab, bcd + ad̄ + ab, bcd + ad̄ + ac̄
ābcd + ab̄cd̄ + abc̄d, ābcd + ad̄ + ac̄, ābcd + ad̄ + ac̄, empty
ābcd + ab̄cd̄ + abc̄d + abcd, bcd + ad̄ + ac̄ + ab, bcd + ad̄ + ab, bcd + ad̄ + ac̄
ābcd + ab̄cd̄ + abc̄d, bcd + ad̄ + ac̄ + ab, bcd + ad̄ + ab, bcd + ad̄ + ac̄
ābcd + ab̄cd̄, ābcd + ab̄d̄, ābcd + ab̄d̄, empty
ābcd + ab̄cd̄ + abcd, bcd + ab̄d̄ + abd, bcd + ab̄d̄, empty
ābcd + ab̄cd̄, bcd + ab̄d̄, bcd + ab̄d̄, empty
ābcd + ab̄cd̄ + abcd̄, ābcd + ad̄, ābcd + ad̄, empty
ābcd + ab̄cd̄ + abcd̄ + abcd, bcd + ad̄ + ab, bcd + ad̄, empty
ābcd + ab̄cd̄ + abcd̄, bcd + ad̄ + ab, bcd + ad̄, empty
ābcd + ab̄cd̄, ābcd + ad̄, ābcd + ad̄, empty
ābcd + ab̄cd̄ + abcd, bcd + ad̄ + ab, bcd + ad̄, empty
ābcd + ab̄cd̄, bcd + ad̄, bcd + ad̄, empty
ābcd + ab̄cd̄ + ab̄cd, ābcd + ab̄, ābcd + ab̄, empty
ābcd + ab̄cd̄ + ab̄cd + abcd, bcd + acd + ab̄, bcd + ab̄, empty
ābcd + ab̄cd̄ + ab̄cd, bcd + acd + ab̄, bcd + ab̄, empty
ābcd + ab̄cd̄ + ab̄cd + abcd̄, ābcd + acd̄ + ab̄, ābcd + acd̄ + ab̄, empty
ābcd + ab̄cd̄ + ab̄cd + abcd̄ + abcd, bcd + ac + ab̄, bcd + ac, empty
ābcd + ab̄cd̄ + ab̄cd + abcd̄, bcd + ac + ab̄, bcd + ac, empty
ābcd + ab̄cd̄ + ab̄cd, ābcd + acd̄ + ab̄, ābcd + ab̄, empty
ābcd + ab̄cd̄ + ab̄cd + abcd, bcd + ac + ab̄, bcd + ab̄, bcd + ac
ābcd + ab̄cd̄ + ab̄cd, bcd + ac + ab̄, bcd + ab̄, bcd + ac
ābcd + ab̄cd̄ + ab̄cd + abc̄d, ābcd + ac̄d + ab̄, ābcd + ac̄d + ab̄, empty
ābcd + ab̄cd̄ + ab̄cd + abc̄d + abcd, bcd + ad + ab̄, bcd + ad + ab̄, empty
ābcd + ab̄cd̄ + ab̄cd + abc̄d, bcd + ad + ab̄, bcd + ad + ab̄, empty
ābcd + ab̄cd̄ + ab̄cd + abc̄d + abcd̄, ābcd + ac̄d + acd̄ + ab̄, ābcd + ac̄d + acd̄ + ab̄, empty
ābcd + ab̄cd̄ + ab̄cd + abc̄d + abcd̄ + abcd, bcd + ad + ac + ab̄, bcd + ad + ac, empty
ābcd + ab̄cd̄ + ab̄cd + abc̄d + abcd̄, bcd + ad + ac + ab̄, bcd + ad + ac, empty
ābcd + ab̄cd̄ + ab̄cd + abc̄d, ābcd + ac̄d + acd̄ + ab̄, ābcd + ac̄d + ab̄, empty
ābcd + ab̄cd̄ + ab̄cd + abc̄d + abcd, bcd + ad + ac + ab̄, bcd + ad + ab̄, bcd + ad + ac
ābcd + ab̄cd̄ + ab̄cd + abc̄d, bcd + ad + ac + ab̄, bcd + ad + ab̄, bcd + ad + ac
ābcd + ab̄cd̄ + ab̄cd, ābcd + ab̄, ābcd + ab̄, empty
ābcd + ab̄cd̄ + ab̄cd + abcd, bcd + ad + ab̄, bcd + ab̄, empty
ābcd + ab̄cd̄ + ab̄cd, bcd + ad + ab̄, bcd + ab̄, empty
ābcd + ab̄cd̄ + ab̄cd + abcd̄, ābcd + acd̄ + ab̄, ābcd + acd̄ + ab̄, empty
ābcd + ab̄cd̄ + ab̄cd + abcd̄ + abcd, bcd + ad + ac + ab̄, bcd + ac, empty
ābcd + ab̄cd̄ + ab̄cd + abcd̄, bcd + ad + ac + ab̄, bcd + ac, empty
ābcd + ab̄cd̄ + ab̄cd, ābcd + acd̄ + ab̄, ābcd + ab̄, empty
ābcd + ab̄cd̄ + ab̄cd + abcd, bcd + ad + ac + ab̄, bcd + ab̄, bcd + ac
ābcd + ab̄cd̄ + ab̄cd, bcd + ad + ac + ab̄, bcd + ab̄, bcd + ac
ābcd + ab̄cd̄ + ab̄cd + abc̄d̄, ābcd + ac̄d̄ + ab̄, ābcd + ac̄d̄ + ab̄, empty
ābcd + ab̄cd̄ + ab̄cd + abc̄d̄ + abcd, bcd + ac̄d̄ + acd + ab̄, bcd + ac̄d̄ + ab̄, empty
ābcd + ab̄cd̄ + ab̄cd + abc̄d̄, bcd + ac̄d̄ + acd + ab̄, bcd + ac̄d̄ + ab̄, empty
ābcd + ab̄cd̄ + ab̄cd + abc̄d̄ + abcd̄, ābcd + ad̄ + ab̄, ābcd + ad̄ + ab̄, empty
ābcd + ab̄cd̄ + ab̄cd + abc̄d̄ + abcd̄ + abcd, bcd + ad̄ + ac + ab̄, bcd + ad̄ + ab̄, bcd + ad̄ + ac
ābcd + ab̄cd̄ + ab̄cd + abc̄d̄ + abcd̄, bcd + ad̄ + ac + ab̄, bcd + ad̄ + ab̄, bcd + ad̄ + ac
